Package,Function,File,Line,Complexity,HasTest
main,podsandbox,(*Controller).RecoverContainer ../containerd/internal/cri/server/podsandbox/recover.go,51,19,false
main,server,(*criEventHandler).HandleEvent ../containerd/internal/cri/server/events.go,271,19,false
main,opts,WithVolumes ../containerd/internal/cri/opts/container.go,59,19,false
main,metadata,(*gcContext).remove ../containerd/core/metadata/gc.go,669,19,false
main,runc,NewContainer ../containerd/cmd/containerd-shim-runc-v2/runc/container.go,47,19,false
main,client,(*task).Checkpoint ../containerd/client/task.go,524,19,false
main,overlayutils,SupportsIDMappedMounts ../containerd/plugins/snapshots/overlay/overlayutils/check.go,211,18,false
main,erofs,(erofsDiff).Apply ../containerd/plugins/diff/erofs/differ_linux.go,263,18,false
main,images,init ../containerd/plugins/cri/images/plugin.go,40,18,false
main,oci,WithAdditionalGIDs ../containerd/pkg/oci/spec_opts.go,824,18,false
main,oci,WithImageConfigArgs ../containerd/pkg/oci/spec_opts.go,366,18,false
main,bindir,(*ImageVerifier).runVerifier ../containerd/pkg/imageverifier/bindir/bindir.go,113,18,false
main,server,(*criService).initPlatform ../containerd/internal/cri/server/service_linux.go,41,18,false
main,server,fixLongPath ../containerd/internal/cri/server/helpers_windows.go,92,18,false
main,server,(*criService).RemoveContainer ../containerd/internal/cri/server/container_remove.go,34,18,false
main,mount,setupLoopDev ../containerd/core/mount/losetup_linux.go,65,18,false
main,metadata,(*snapshotter).Walk ../containerd/core/metadata/snapshot.go,739,18,false
main,metadata,(*snapshotter).Update ../containerd/core/metadata/snapshot.go,145,18,false
main,runc,(*linuxPlatform).CopyConsole ../containerd/cmd/containerd-shim-runc-v2/runc/platform.go,63,18,false
main,client,resolveSnapshotOptions ../containerd/client/snapshotter_opts_unix.go,62,18,false
main,tasks,RegisterTTRPCTasksService ../containerd/api/services/tasks/v1/tasks_ttrpc.pb.go,31,18,false
main,task,RegisterTTRPCTaskService ../containerd/api/runtime/task/v3/shim_ttrpc.pb.go,31,18,false
main,task,RegisterTaskService ../containerd/api/runtime/task/v2/shim_ttrpc.pb.go,31,18,false
main,oci,WithAppendAdditionalGroups ../containerd/pkg/oci/spec_opts.go,899,17,false
main,display,(*ImageTreePrinter).printManifestTree ../containerd/pkg/display/manifest_printer.go,118,17,false
main,archive,mkparent ../containerd/pkg/archive/tar.go,435,17,false
main,server,(*criService).RemovePodSandbox ../containerd/internal/cri/server/sandbox_remove.go,34,17,false
main,io,redirectLogs ../containerd/internal/cri/io/logger.go,114,17,false
main,unpack,(*Unpacker).Unpack ../containerd/core/unpack/unpacker.go,184,17,false
main,v2,(*ShimManager).resolveRuntimePath ../containerd/core/runtime/v2/shim_manager.go,339,17,false
main,v2,(*ShimManager).Start ../containerd/core/runtime/v2/shim_manager.go,165,17,false
main,v2,NewBundle ../containerd/core/runtime/v2/bundle.go,47,17,false
main,docker,(dockerFetcher).FetchByDigest ../containerd/core/remotes/docker/fetcher.go,361,17,false
main,metadata,(*snapshotter).garbageCollect ../containerd/core/metadata/snapshot.go,848,17,false
main,metadata,(*sandboxStore).Update ../containerd/core/metadata/sandbox.go,94,17,false
main,converter,(*defaultConverter).convert ../containerd/core/images/converter/default.go,85,17,false
main,process,(*Init).Create ../containerd/cmd/containerd-shim-runc-v2/process/init.go,110,17,false
main,windows,(*blockCIMSnapshotter).createSnapshot ../containerd/plugins/snapshots/windows/block_cimfs.go,266,16,false
main,native,(*snapshotter).createSnapshot ../containerd/plugins/snapshots/native/native.go,214,16,false
main,erofs,(*snapshotter).Commit ../containerd/plugins/snapshots/erofs/erofs_linux.go,398,16,false
main,erofs,(*snapshotter).mounts ../containerd/plugins/snapshots/erofs/erofs_linux.go,217,16,false
main,plugin,init ../containerd/plugins/metadata/plugin.go,94,16,false
main,local,(*store).writer ../containerd/plugins/content/local/store.go,521,16,false
main,server,(*criService).Run ../containerd/internal/cri/server/service.go,259,16,false
main,server,(*criService).stopPodSandbox ../containerd/internal/cri/server/sandbox_stop.go,60,16,false
main,server,(*criService).filterCRIContainers ../containerd/internal/cri/server/container_list.go,71,16,false
main,server,(*criService).CreateContainer ../containerd/internal/cri/server/container_create.go,58,16,false
main,registry,(*OCIRegistry).UnmarshalAny ../containerd/core/transfer/registry/registry.go,351,16,false
main,local,(*ProgressTracker).HandleProgress ../containerd/core/transfer/local/progress.go,86,16,false
main,testsuite,checkWalk ../containerd/core/snapshots/testsuite/testsuite.go,992,16,false
main,testsuite,check128LayersMount ../containerd/core/snapshots/testsuite/testsuite.go,897,16,false
main,docker,(*pushWriter).Commit ../containerd/core/remotes/docker/pusher.go,482,16,false
main,mount,(*Mount).mount ../containerd/core/mount/mount_windows.go,37,16,false
main,metadata,(*imageStore).Delete ../containerd/core/metadata/images.go,282,16,false
main,metadata,(*gcContext).references ../containerd/core/metadata/gc.go,496,16,false
main,main,(*generator).genFieldMethod ../containerd/cmd/protoc-gen-go-fieldpath/generator.go,33,16,false
main,client,(*Client).Install ../containerd/client/install.go,37,16,false
main,overlay,NewSnapshotter ../containerd/plugins/snapshots/overlay/overlay.go,121,15,false
main,lcow,(*snapshotter).createSnapshot ../containerd/plugins/snapshots/lcow/lcow.go,303,15,false
main,blockfile,NewSnapshotter ../containerd/plugins/snapshots/blockfile/blockfile.go,127,15,false
main,lcow,(windowsLcowDiff).Apply ../containerd/plugins/diff/lcow/lcow.go,99,15,false
main,images,migrateConfig ../containerd/plugins/cri/images/plugin.go,185,15,false
main,images,(*CRIImageService).PullImage ../containerd/internal/cri/server/images/image_pull.go,123,15,false
main,events,(*EventMonitor).Start ../containerd/internal/cri/server/events/events.go,129,15,false
main,server,(*criService).containerSpecOpts ../containerd/internal/cri/server/container_create_linux.go,34,15,false
main,storage,CommitActive ../containerd/core/snapshots/storage/bolt.go,350,15,false
main,storage,CreateSnapshot ../containerd/core/snapshots/storage/bolt.go,217,15,false
main,docker,(*authHandler).doBearerAuth ../containerd/core/remotes/docker/authorizer.go,275,15,false
main,metadata,startGCContext ../containerd/core/metadata/gc.go,131,15,false
main,metadata,readContainer ../containerd/core/metadata/containers.go,342,15,false
main,converter,(*defaultConverter).convertManifest ../containerd/core/images/converter/default.go,149,15,false
main,archive,resolveLayers ../containerd/core/images/archive/importer.go,258,15,false
main,task,(*service).Start ../containerd/cmd/containerd-shim-runc-v2/task/service.go,271,15,false
main,process,copyPipes ../containerd/cmd/containerd-shim-runc-v2/process/io.go,134,15,false
main,client,(*image).Unpack ../containerd/client/image.go,290,15,false
main,client,New ../containerd/client/client.go,101,15,false
main,transfer,file_github_com_containerd_containerd_api_types_transfer_registry_proto_init ../containerd/api/types/transfer/registry.pb.go,551,15,false
main,diff,file_github_com_containerd_containerd_api_services_diff_v1_diff_proto_init ../containerd/api/services/diff/v1/diff.pb.go,452,15,false
main,events,file_github_com_containerd_containerd_api_events_container_proto_init ../containerd/api/events/container.pb.go,358,15,false
main,windows,(*wcowSnapshotter).createSnapshot ../containerd/plugins/snapshots/windows/windows.go,144,14,false
main,erofs,(*snapshotter).createSnapshot ../containerd/plugins/snapshots/erofs/erofs_linux.go,300,14,false
main,devmapper,(DeviceState).String ../containerd/plugins/snapshots/devmapper/device_info.go,63,14,false
main,monitor,(*monitor).monitor ../containerd/plugins/restart/monitor.go,135,14,false
main,rootfs,applyLayers ../containerd/pkg/rootfs/apply.go,113,14,false
main,remotecommand,createHTTPStreamStreams ../containerd/internal/cri/streamingserver/remotecommand/httpstream.go,141,14,false
main,server,(*criService).Status ../containerd/internal/cri/server/status.go,37,14,false
main,server,(*criService).portForward ../containerd/internal/cri/server/sandbox_portforward_linux.go,32,14,false
main,podsandbox,toCRISandboxInfo ../containerd/internal/cri/server/podsandbox/sandbox_status.go,62,14,false
main,server,(*criService).buildWindowsSpec ../containerd/internal/cri/server/container_create.go,937,14,false
main,opts,WithDarwinMounts ../containerd/internal/cri/opts/spec_darwin_opts.go,35,14,false
main,io,(*ExecIO).Attach ../containerd/internal/cri/io/exec_io.go,92,14,false
main,v2,(*TaskManager).Create ../containerd/core/runtime/v2/task_manager.go,115,14,false
main,docker,(*request).retryRequest ../containerd/core/remotes/docker/resolver.go,731,14,false
main,docker,(*httpReadSeeker).Read ../containerd/core/remotes/docker/httpreadseeker.go,47,14,false
main,docker,(*dockerAuthorizer).AddResponses ../containerd/core/remotes/docker/authorizer.go,153,14,false
main,auth,FetchToken ../containerd/core/remotes/docker/auth/fetch.go,168,14,false
main,metadata,(*snapshotter).Remove ../containerd/core/metadata/snapshot.go,669,14,false
main,metadata,(*sandboxStore).write ../containerd/core/metadata/sandbox.go,284,14,false
main,metadata,migrateSandboxes ../containerd/core/metadata/migrations.go,174,14,false
main,metadata,(*DB).Init ../containerd/core/metadata/db.go,143,14,false
main,converter,(*defaultConverter).convertIndex ../containerd/core/images/converter/default.go,228,14,false
main,content,Copy ../containerd/core/content/helpers.go,173,14,false
main,process,(*execProcess).start ../containerd/cmd/containerd-shim-runc-v2/process/exec.go,178,14,false
main,client,(*task).Delete ../containerd/client/task.go,361,14,false
main,windows,createDifferencingScratchVHDs ../containerd/plugins/snapshots/windows/cimfs.go,394,13,false
main,windows,(*cimFSSnapshotter).createSnapshot ../containerd/plugins/snapshots/windows/cimfs.go,262,13,false
main,overlayutils,NeedsUserXAttr ../containerd/plugins/snapshots/overlay/overlayutils/check.go,132,13,false
main,namespaces,(*local).Update ../containerd/plugins/services/namespaces/local.go,155,13,false
main,cri,initCRIService ../containerd/plugins/cri/cri.go,67,13,false
main,local,(*store).Update ../containerd/plugins/content/local/store.go,169,13,false
main,sys,mkdirall ../containerd/pkg/sys/filesys_windows.go,57,13,false
main,cio,openFifos ../containerd/pkg/cio/io_unix.go,113,13,false
main,sputil,GenerateApparmorSpecOpts ../containerd/internal/cri/sputil/apparmor_linux.go,41,13,false
main,server,(*criService).toPodSandboxStats ../containerd/internal/cri/server/sandbox_stats_windows.go,119,13,false
main,podsandbox,(*Controller).setupSandboxFiles ../containerd/internal/cri/server/podsandbox/sandbox_run_linux.go,251,13,false
main,images,(*transferProgressReporter).handleProgress ../containerd/internal/cri/server/images/image_pull.go,909,13,false
main,server,(*criService).handleContainerExit ../containerd/internal/cri/server/events.go,168,13,false
main,server,(*criService).getUsageNanoCores ../containerd/internal/cri/server/container_stats_list.go,180,13,false
main,server,(*criService).cleanupImageMounts ../containerd/internal/cri/server/container_image_mount.go,166,13,false
main,resourcequantity,(int64Amount).Cmp ../containerd/internal/cri/resourcequantity/amount.go,127,13,false
main,opts,WithWindowsResources ../containerd/internal/cri/opts/spec_windows_opts.go,164,13,false
main,io,(*ContainerIO).Attach ../containerd/internal/cri/io/container_io.go,163,13,false
main,streaming,ReceiveStream ../containerd/core/transfer/streaming/stream.go,141,13,false
main,v2,(*ShimManager).loadShim ../containerd/core/runtime/v2/shim_load.go,118,13,false
main,config,updateTLSConfigFromHost ../containerd/core/remotes/docker/config/hosts.go,241,13,false
main,metadata,(*leaseManager).ListResources ../containerd/core/metadata/leases.go,253,13,false
main,metadata,(*leaseManager).Create ../containerd/core/metadata/leases.go,51,13,false
main,metadata,(*DB).GarbageCollect ../containerd/core/metadata/db.go,370,13,false
main,uncompress,LayerConvertFunc ../containerd/core/images/converter/uncompress/uncompress.go,37,13,false
main,apply,apply ../containerd/core/diff/apply/apply_linux.go,34,13,false
main,apply,(*fsApplier).Apply ../containerd/core/diff/apply/apply.go,50,13,false
main,tasks,NewTask ../containerd/cmd/ctr/commands/tasks/tasks_unix.go,71,13,false
main,commands,resolverDefaultTLS ../containerd/cmd/ctr/commands/resolver.go,114,13,false
main,client,withRemappedSnapshotBase ../containerd/client/container_opts_unix.go,63,13,false
main,client,(*container).NewTask ../containerd/client/container.go,227,13,false
main,streaming,(*collectionContext).Finish ../containerd/plugins/streaming/manager.go,230,12,false
main,windows,(*windowsBaseSnapshotter).preRemove ../containerd/plugins/snapshots/windows/common.go,144,12,false
main,windows,createScratchVHD ../containerd/plugins/snapshots/windows/cimfs.go,445,12,false
main,erofs,NewSnapshotter ../containerd/plugins/snapshots/erofs/erofs_linux.go,113,12,false
main,devmapper,(*Snapshotter).createSnapshot ../containerd/plugins/snapshots/devmapper/snapshotter.go,373,12,false
main,btrfs,(*snapshotter).Remove ../containerd/plugins/snapshots/btrfs/btrfs.go,313,12,false
main,btrfs,NewSnapshotter ../containerd/plugins/snapshots/btrfs/btrfs.go,48,12,false
main,transfer,(*service).Transfer ../containerd/plugins/services/transfer/service.go,90,12,false
main,tasks,(*local).Checkpoint ../containerd/plugins/services/tasks/local.go,558,12,false
main,windows,(windowsDiff).Apply ../containerd/plugins/diff/windows/windows.go,95,12,false
main,local,(*store).Walk ../containerd/plugins/content/local/store.go,236,12,false
main,sys,UnshareAfterEnterUserns ../containerd/pkg/sys/unshare_linux.go,32,12,false
main,server,(*criService).portForward ../containerd/internal/cri/server/sandbox_portforward_windows.go,29,12,false
main,server,(*criService).filterCRISandboxes ../containerd/internal/cri/server/sandbox_list.go,78,12,false
main,podsandbox,(*Controller).stopSandboxContainer ../containerd/internal/cri/server/podsandbox/sandbox_stop.go,63,12,false
main,images,(*CRIImageService).registryHosts ../containerd/internal/cri/server/images/image_pull.go,490,12,false
main,server,(*criService).updateContainerResources ../containerd/internal/cri/server/container_update_resources.go,78,12,false
main,server,(*cniNetConfSyncer).syncLoop ../containerd/internal/cri/server/cni_conf_syncer.go,81,12,false
main,opts,parseMount ../containerd/internal/cri/opts/spec_windows_opts.go,48,12,false
main,client,(*daemon).waitForStart ../containerd/integration/client/daemon.go,60,12,false
main,proxy,(*proxyTransferrer).Transfer ../containerd/core/transfer/proxy/transfer.go,88,12,false
main,v2,(*ShimManager).loadShims ../containerd/core/runtime/v2/shim_load.go,63,12,false
main,v2,(*shimTask).Create ../containerd/core/runtime/v2/shim.go,595,12,false
main,v2,(*binary).Start ../containerd/core/runtime/v2/binary.go,63,12,false
main,docker,(*request).do ../containerd/core/remotes/docker/resolver.go,592,12,false
main,docker,(*pushWriter).Write ../containerd/core/remotes/docker/pusher.go,407,12,false
main,auth,FetchTokenWithOAuth ../containerd/core/remotes/docker/auth/fetch.go,98,12,false
main,metadata,addChildLinks ../containerd/core/metadata/migrations.go,67,12,false
main,metadata,(*namespacedWriter).Commit ../containerd/core/metadata/content.go,582,12,false
main,metadata,writeContainer ../containerd/core/metadata/containers.go,398,12,false
main,images,Children ../containerd/core/images/image.go,337,12,false
main,converter,(*defaultConverter).convertConfig ../containerd/core/images/converter/default.go,299,12,false
main,testsuite,checkInfo ../containerd/core/content/testsuite/testsuite.go,1105,12,false
main,testsuite,checkResume ../containerd/core/content/testsuite/testsuite.go,665,12,false
main,testsuite,checkContentStoreWriter ../containerd/core/content/testsuite/testsuite.go,149,12,false
main,main,test ../containerd/cmd/containerd-stress/main.go,349,12,false
main,main,(*execWorker).exec ../containerd/cmd/containerd-stress/exec_worker.go,37,12,false
main,client,(*Client).fetch ../containerd/client/pull.go,182,12,false
main,client,(*Client).RuntimeInfo ../containerd/client/client.go,954,12,false
main,client,(*Client).Push ../containerd/client/client.go,483,12,false
main,transfer,file_github_com_containerd_containerd_api_types_transfer_imagestore_proto_init ../containerd/api/types/transfer/imagestore.pb.go,391,12,false
main,options,file_github_com_containerd_containerd_api_types_runc_options_oci_proto_init ../containerd/api/types/runc/options/oci.pb.go,431,12,false
main,types,file_github_com_containerd_containerd_api_types_introspection_proto_init ../containerd/api/types/introspection.pb.go,315,12,false
main,events,file_github_com_containerd_containerd_api_services_events_v1_events_proto_init ../containerd/api/services/events/v1/events.pb.go,281,12,false
main,events,file_github_com_containerd_containerd_api_events_snapshot_proto_init ../containerd/api/events/snapshot.pb.go,281,12,false
main,events,file_github_com_containerd_containerd_api_events_sandbox_proto_init ../containerd/api/events/sandbox.pb.go,256,12,false
main,events,file_github_com_containerd_containerd_api_events_namespace_proto_init ../containerd/api/events/namespace.pb.go,269,12,false
main,events,file_github_com_containerd_containerd_api_events_image_proto_init ../containerd/api/events/image.pb.go,270,12,false
main,windows,(*blockCIMSnapshotter).mounts ../containerd/plugins/snapshots/windows/block_cimfs.go,393,11,false
main,windows,mountPairToLayerStack ../containerd/plugins/diff/windows/windows.go,359,11,false
main,rootfs,createInitLayer ../containerd/pkg/rootfs/init.go,69,11,false
main,netns,newNS ../containerd/pkg/netns/netns_linux.go,55,11,false
main,gc,ConcurrentMark ../containerd/pkg/gc/gc.go,111,11,false
main,cio,copyIO ../containerd/pkg/cio/io_windows.go,45,11,false
main,cap,ParseProcPIDStatus ../containerd/pkg/cap/cap_linux.go,78,11,false
main,remotecommand,(*v1ProtocolHandler).waitForStreams ../containerd/internal/cri/streamingserver/remotecommand/httpstream.go,373,11,false
main,remotecommand,(*v3ProtocolHandler).waitForStreams ../containerd/internal/cri/streamingserver/remotecommand/httpstream.go,274,11,false
main,remotecommand,(*v4ProtocolHandler).waitForStreams ../containerd/internal/cri/streamingserver/remotecommand/httpstream.go,223,11,false
main,sputil,GenerateSeccompSpecOpts ../containerd/internal/cri/sputil/seccomp_linux.go,40,11,false
main,server,(*criService).getSandboxPidCount ../containerd/internal/cri/server/sandbox_stats_windows.go,389,11,false
main,server,(*criService).saveSandBoxMetrics ../containerd/internal/cri/server/sandbox_stats_windows.go,353,11,false
main,server,selectPodIPs ../containerd/internal/cri/server/sandbox_run.go,540,11,false
main,podsandbox,ensureRemoveAll ../containerd/internal/cri/server/podsandbox/helpers_linux.go,230,11,false
main,images,(*snapshotsSyncer).sync ../containerd/internal/cri/server/images/snapshots.go,70,11,false
main,images,(*CRIImageService).UpdateImage ../containerd/internal/cri/server/images/image_pull.go,428,11,false
main,server,ensureRemoveAll ../containerd/internal/cri/server/helpers_linux.go,107,11,false
main,server,(*criService).linuxContainerMounts ../containerd/internal/cri/server/container_create.go,1090,11,false
main,resourcequantity,removeInt64Factors ../containerd/internal/cri/resourcequantity/math.go,278,11,false
main,nri,(*API).WithContainerAdjustment ../containerd/internal/cri/nri/nri_api_linux.go,278,11,false
main,io,readLine ../containerd/internal/cri/io/logger.go,78,11,false
main,config,(*ServerConfig).StreamingConfig ../containerd/internal/cri/config/streaming.go,63,11,false
main,config,ValidateImageConfig ../containerd/internal/cri/config/config.go,483,11,false
main,client,cleanupWCOWLayers ../containerd/integration/client/helpers_windows.go,50,11,false
main,local,(*localTransferService).Transfer ../containerd/core/transfer/local/transfer.go,63,11,false
main,testsuite,checkSnapshot ../containerd/core/snapshots/testsuite/helpers.go,73,11,false
main,restart,Reconcile ../containerd/core/runtime/restart/restart.go,118,11,false
main,runtime,GetTopic ../containerd/core/runtime/events.go,51,11,false
main,remotes,PushContent ../containerd/core/remotes/handlers.go,210,11,false
main,metadata,(*imageStore).Create ../containerd/core/metadata/images.go,124,11,false
main,metadata,(*contentStore).Walk ../containerd/core/metadata/content.go,151,11,false
main,metadata,(*contentStore).Update ../containerd/core/metadata/content.go,94,11,false
main,images,DiffCompression ../containerd/core/images/mediatypes.go,70,11,false
main,exchange,(*Exchange).Subscribe ../containerd/core/events/exchange/exchange.go,128,11,false
main,testsuite,checkStatus ../containerd/core/content/testsuite/testsuite.go,1038,11,false
main,content,copyWithBuffer ../containerd/core/content/helpers.go,303,11,false
main,process,NewBinaryIO ../containerd/cmd/containerd-shim-runc-v2/process/io.go,257,11,false
main,process,createIO ../containerd/cmd/containerd-shim-runc-v2/process/io.go,84,11,false
main,process,(*createdCheckpointState).Start ../containerd/cmd/containerd-shim-runc-v2/process/init_state.go,147,11,false
main,manager,(manager).Stop ../containerd/cmd/containerd-shim-runc-v2/manager/manager_linux.go,285,11,false
